"","variable_name","use_nm","use_tn","variable_label","short_name","group_name","field_type","minimum_possible_value","maximum_possible_value","is_subgroup_variable","is_potential_outcome_variable","is_categorical_variable","is_ordinal_outcome","time_invariant","is_foreign_key","foreign_key_table","is_date","chart_label","definition"
"97","districtid_state_enroll_p0",1,0,"District ID, state-assigned, fall enrollment, current year","","","str",NA,NA,0,0,0,NA,0,1,"nm2010_dst, nm2011_dst, nm2012_dst, nm2013_dst",0,"","The unique number or alphanumeric code assigned to a local education agency by a school system, state, or other agency or entity, as recorded in fall enrollment data. For CURRENT year."
"98","districtid_state_enroll_p0",0,1,"District ID, state-assigned, fall enrollment, current year","","","str",NA,NA,0,0,0,NA,0,1,"tn2010_dst, tn2011_dst, tn2012_dst, tn2013_dst",0,"","The unique number or alphanumeric code assigned to a local education agency by a school system, state, or other agency or entity, as recorded in fall enrollment data. For CURRENT year."
"99","districtname_assess",1,1,"District name, assessment, current year","","","str",NA,NA,0,0,0,NA,0,0,"",0,"","The name assigned to a local education agency by a school system, state, or other agency or entity, as recorded in assessment data. For CURRENT year."
"100","districtname_enroll",1,1,"District name, fall enrollment, current year","","","str",NA,NA,0,0,0,NA,0,0,"",0,"","The name assigned to a local education agency by a school system, state, or other agency or entity, as recorded in fall enrollment data. For CURRENT year."
"101","donotuse",1,1,"Flag: Corrupt/bad record","","","byte",0,1,0,0,1,NA,1,0,"",0,"","Indicates that data should not be used in any analyses. The data in the record were corrupt upon receipt from the state or deemed unusable for some other reason."
"102","dropout_inferred_m1",1,1,"Dropout status, as inferred, one year prior","Dropped out, prior year","Academic History","byte",NA,NA,0,0,1,NA,0,0,"",0,"","Indicates whether or not the student dropped out of school, as inferred from state reporting and subsequent enrollment information, one year prior."
"103","dropout_inferred_m2",1,1,"Dropout status, as inferred, two years prior","Dropped out, -2 years","Academic History","byte",NA,NA,0,0,1,NA,0,0,"",0,"","Indicates whether or not the student dropped out of school, as inferred from state reporting and subsequent enrollment information, two years prior."
"104","dropout_inferred_p0",1,1,"Dropout status, as inferred, current year","","","byte",NA,NA,0,1,1,0,0,0,"",0,"Dropout status, academic year of intervention start.","Indicates whether or not the student dropped out of school, as inferred from state reporting and subsequent enrollment information, current year."
"105","dropout_inferred_p1",1,1,"Dropout status, as inferred, one year later","","","byte",NA,NA,0,1,1,0,0,0,"",0,"Dropout status, year 1 after intervention start.","Indicates whether or not the student dropped out of school, as inferred from state reporting and subsequent enrollment information, one year later."
"106","dropout_inferred_p2",1,1,"Dropout status, as inferred, two years later","","","byte",NA,NA,0,1,1,0,0,0,"",0,"Dropout status, year 2 after intervention start.","Indicates whether or not the student dropped out of school, as inferred from state reporting and subsequent enrollment information, two years later."
"107","dropout_reported_m1",1,1,"Dropout status, as reported, one year prior","Dropped out, prior year","Academic History","byte",NA,NA,0,0,1,NA,0,0,"",0,"","Indicates whether or not the student dropped out of school, as reported by the state, one year prior."
"108","dropout_reported_m2",1,1,"Dropout status, as reported, two years prior","Dropped out, -2 years","Academic History","byte",NA,NA,0,0,1,NA,0,0,"",0,"","Indicates whether or not the student dropped out of school, as reported by the state, two years prior."
"109","dropout_reported_p0",1,1,"Dropout status, as reported, current year","","","byte",NA,NA,0,1,1,0,0,0,"",0,"Dropout status, academic year of intervention start.","Indicates whether or not the student dropped out of school, as reported by the state, current year."
"110","dropout_reported_p1",1,1,"Dropout status, as reported, one year later","","","byte",NA,NA,0,1,1,0,0,0,"",0,"Dropout status, year 1 after intervention start.","Indicates whether or not the student dropped out of school, as reported by the state, one year later."
"111","dropout_reported_p2",1,1,"Dropout status, as reported, two years later","","","byte",NA,NA,0,1,1,0,0,0,"",0,"Dropout status, year 2 after intervention start.","Indicates whether or not the student dropped out of school, as reported by the state, two years later."
"112","dstschid_state_enroll_m1",1,0,"District+School ID, state-assigned, fall enrollment, one year prior","","","str",NA,NA,0,0,0,NA,0,1,"nm2010_sch, nm2011_sch, nm2012_sch, nm2013_sch",0,"","Concatenation of the unique numbers or codes assigned to (i) the local education agency and (ii) the school, by a school system, state, or other agency or entity, as recorded in fall enrollment data. For PRIOR year."
"113","dstschid_state_enroll_m1",0,1,"District+School ID, state-assigned, fall enrollment, one year prior","","","str",NA,NA,0,0,0,NA,0,1,"tn2010_sch, tn2011_sch, tn2012_sch, tn2013_sch",0,"","Concatenation of the unique numbers or codes assigned to (i) the local education agency and (ii) the school, by a school system, state, or other agency or entity, as recorded in fall enrollment data. For PRIOR year."
"114","dstschid_state_enroll_p0",0,1,"District+School ID, state-assigned, fall enrollment, current year","","","str",NA,NA,0,0,0,NA,0,1,"tn2010_sch, tn2011_sch, tn2012_sch, tn2013_sch",0,"","Concatenation of the unique numbers or codes assigned to (i) the local education agency and (ii) the school, by a school system, state, or other agency or entity, as recorded in fall enrollment data. For CURRENT year."
"115","dstschid_state_enroll_p0",1,0,"District+School ID, state-assigned, fall enrollment, current year","","","str",NA,NA,0,0,0,NA,0,1,"nm2010_sch, nm2011_sch, nm2012_sch, nm2013_sch",0,"","Concatenation of the unique numbers or codes assigned to (i) the local education agency and (ii) the school, by a school system, state, or other agency or entity, as recorded in fall enrollment data. For CURRENT year."
"116","engli2_dat_m1",0,1,"English 2 (EOC), date taken, one year prior","","","long",17898,19236,0,0,0,NA,2,0,"",0,"","English 2 end-of-course exam, one year prior: Date of administration (of first valid exam)."
"117","engli2_dat_m2",0,1,"English 2 (EOC), date taken, two years prior","","","long",17898,19236,0,0,0,NA,2,0,"",0,"","English 2 end-of-course exam, two years prior: Date of administration (of first valid exam)."
"118","engli2_dat_p0",0,1,"English 2 (EOC), date taken, current year","","","long",17898,19236,0,1,0,0,2,0,"",0,"Date of English 2 (end-of-course) exam, academic year of intervention start.","English 2 end-of-course exam, current year: Date of administration (of first valid exam)."
"119","engli2_dat_p1",0,1,"English 2 (EOC), date taken, one year later","","","long",17898,19236,0,1,0,0,2,0,"",0,"Date of English 2 (end-of-course) exam, year 1 after intervention start.","English 2 end-of-course exam, one year later: Date of administration (of first valid exam)."
"120","engli2_dat_p2",0,1,"English 2 (EOC), date taken, two years later","","","long",17898,19236,0,1,0,0,2,0,"",0,"Date of English 2 (end-of-course) exam, year 2 after intervention start.","English 2 end-of-course exam, two years later: Date of administration (of first valid exam)."
"121","engli2_lan_m1",0,1,"English 2 (EOC), exam language, one year prior","","","byte",NA,NA,0,0,1,NA,2,0,"",0,"","English 2 end-of-course exam, one year prior: Language in which the exam taken by the student was administered (first valid exam). 5 = English; 6 = Spanish; 8 = other."
"122","engli2_lan_m2",0,1,"English 2 (EOC), exam language, two years prior","","","byte",NA,NA,0,0,1,NA,2,0,"",0,"","English 2 end-of-course exam, two years prior: Language in which the exam taken by the student was administered (first valid exam). 5 = English; 6 = Spanish; 8 = other."
"123","engli2_lan_p0",0,1,"English 2 (EOC), exam language, current year","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Language of English 2 (end-of-course) exam, academic year of intervention start. 5 = English; 6 = Spanish; 8 = other.","English 2 end-of-course exam, current year: Language in which the exam taken by the student was administered (first valid exam). 5 = English; 6 = Spanish; 8 = other."
"124","engli2_lan_p1",0,1,"English 2 (EOC), exam language, one year later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Language of English 2 (end-of-course) exam, year 1 after intervention start. 5 = English; 6 = Spanish; 8 = other.","English 2 end-of-course exam, one year later: Language in which the exam taken by the student was administered (first valid exam). 5 = English; 6 = Spanish; 8 = other."
"125","engli2_lan_p2",0,1,"English 2 (EOC), exam language, two years later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Language of English 2 (end-of-course) exam, year 2 after intervention start. 5 = English; 6 = Spanish; 8 = other.","English 2 end-of-course exam, two years later: Language in which the exam taken by the student was administered (first valid exam). 5 = English; 6 = Spanish; 8 = other."
"126","engli2_nam_m1",0,1,"English 2 (EOC), test name, one year prior","","","str",NA,NA,0,0,0,NA,2,0,"",0,"","English 2 end-of-course exam, one year prior: Official name of the exam taken, such as New Mexico Standards Based Assessment (NMSBA), Tennessee Comprehensive Assessment Program (TCAP), or Florida's Comprehensive Assessment Test (FCAT)."
"127","engli2_nam_m2",0,1,"English 2 (EOC), test name, two years prior","","","str",NA,NA,0,0,0,NA,2,0,"",0,"","English 2 end-of-course exam, two years prior: Official name of the exam taken, such as New Mexico Standards Based Assessment (NMSBA), Tennessee Comprehensive Assessment Program (TCAP), or Florida's Comprehensive Assessment Test (FCAT)."
"128","engli2_nam_p0",0,1,"English 2 (EOC), test name, current year","","","str",NA,NA,0,1,0,0,2,0,"",0,"Official name of English 2 (end-of-course) exam, academic year of intervention start.","English 2 end-of-course exam, current year: Official name of the exam taken, such as New Mexico Standards Based Assessment (NMSBA), Tennessee Comprehensive Assessment Program (TCAP), or Florida's Comprehensive Assessment Test (FCAT)."
"129","engli2_nam_p1",0,1,"English 2 (EOC), test name, one year later","","","str",NA,NA,0,1,0,0,2,0,"",0,"Official name of English 2 (end-of-course) exam, year 1 after intervention start.","English 2 end-of-course exam, one year later: Official name of the exam taken, such as New Mexico Standards Based Assessment (NMSBA), Tennessee Comprehensive Assessment Program (TCAP), or Florida's Comprehensive Assessment Test (FCAT)."
"130","engli2_nam_p2",0,1,"English 2 (EOC), test name, two years later","","","str",NA,NA,0,1,0,0,2,0,"",0,"Official name of English 2 (end-of-course) exam, year 2 after intervention start.","English 2 end-of-course exam, two years later: Official name of the exam taken, such as New Mexico Standards Based Assessment (NMSBA), Tennessee Comprehensive Assessment Program (TCAP), or Florida's Comprehensive Assessment Test (FCAT)."
"131","engli2_pas_m1",0,1,"English 2 (EOC), exam passed by one year prior","","","byte",NA,NA,0,0,1,NA,2,0,"",0,"","English 2 end-of-course exam: Indicator for passing exam, if taken, by one year prior: 0 = Did not pass exam, 1 = Passed exam."
"132","engli2_pas_m2",0,1,"English 2 (EOC), exam passed by two years prior","","","byte",NA,NA,0,0,1,NA,2,0,"",0,"","English 2 end-of-course exam: Indicator for passing exam, if taken, by two years prior: 0 = Did not pass exam, 1 = Passed exam."
"133","engli2_pas_p0",0,1,"English 2 (EOC), exam passed by current year","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Passed English 2 (end-of-course) exam, academic year of intervention start.","English 2 end-of-course exam: Indicator for passing exam, if taken, by current year: 0 = Did not pass exam, 1 = Passed exam."
"134","engli2_pas_p1",0,1,"English 2 (EOC), exam passed by one year later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Passed English 2 (end-of-course) exam, year 1 after intervention start.","English 2 end-of-course exam: Indicator for passing exam, if taken, by one year later: 0 = Did not pass exam, 1 = Passed exam."
"135","engli2_pas_p2",0,1,"English 2 (EOC), exam passed by two years later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Passed English 2 (end-of-course) exam, year 2 after intervention start.","English 2 end-of-course exam: Indicator for passing exam, if taken, by two years later: 0 = Did not pass exam, 1 = Passed exam."
"136","engli2_pr2_m1",0,1,"English 2 (EOC), proficient indicator (y/n), one year prior","","","byte",NA,NA,0,0,1,NA,2,0,"",0,"","English 2 end-of-course exam, one year prior: Proficient indicator (y/n) for by the student (on first valid exam). 0 = Not proficient, 1 = Proficient (or advanced)."
"137","engli2_pr2_m2",0,1,"English 2 (EOC), proficient indicator (y/n), two years prior","","","byte",NA,NA,0,0,1,NA,2,0,"",0,"","English 2 end-of-course exam, two years prior: Proficient indicator (y/n) for by the student (on first valid exam). 0 = Not proficient, 1 = Proficient (or advanced)."
"138","engli2_pr2_p0",0,1,"English 2 (EOC), proficient indicator (y/n), current year","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Proficiency of English 2 (end-of-course) exam, academic year of intervention start.","English 2 end-of-course exam, current year: Proficient indicator (y/n) for by the student (on first valid exam). 0 = Not proficient, 1 = Proficient (or advanced)."
"139","engli2_pr2_p1",0,1,"English 2 (EOC), proficient indicator (y/n), one year later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Proficiency of English 2 (end-of-course) exam, year 1 after intervention start.","English 2 end-of-course exam, one year later: Proficient indicator (y/n) for by the student (on first valid exam). 0 = Not proficient, 1 = Proficient (or advanced)."
"140","engli2_pr2_p2",0,1,"English 2 (EOC), proficient indicator (y/n), two years later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Proficiency of English 2 (end-of-course) exam, year 2 after intervention start.","English 2 end-of-course exam, two years later: Proficient indicator (y/n) for by the student (on first valid exam). 0 = Not proficient, 1 = Proficient (or advanced)."
"141","engli2_prf_m1",0,1,"English 2 (EOC), proficiency level, one year prior","","","byte",1,9,0,0,1,NA,2,0,"",0,"","English 2 end-of-course exam, one year prior: Proficiency level achieved by the student (on first valid exam). 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"142","engli2_prf_m2",0,1,"English 2 (EOC), proficiency level, two years prior","","","byte",1,9,0,0,1,NA,2,0,"",0,"","English 2 end-of-course exam, two years prior: Proficiency level achieved by the student (on first valid exam). 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"143","engli2_prf_p0",0,1,"English 2 (EOC), proficiency level, current year","","","byte",1,9,0,0,1,NA,2,0,"",0,"","English 2 end-of-course exam, current year: Proficiency level achieved by the student (on first valid exam). 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"144","engli2_prf_p1",0,1,"English 2 (EOC), proficiency level, one year later","","","byte",1,9,0,0,1,NA,2,0,"",0,"","English 2 end-of-course exam, one year later: Proficiency level achieved by the student (on first valid exam). 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"145","engli2_prf_p2",0,1,"English 2 (EOC), proficiency level, two years later","","","byte",1,9,0,0,1,NA,2,0,"",0,"","English 2 end-of-course exam, two years later: Proficiency level achieved by the student (on first valid exam). 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"146","engli2_scr_m1",0,1,"English 2 (EOC), scale score, one year prior","","","int",0,9999,0,0,0,NA,2,0,"",0,"","English 2 end-of-course exam, one year prior: Scale score earned by the student (on first valid exam)."
"147","engli2_scr_m2",0,1,"English 2 (EOC), scale score, two years prior","","","int",0,9999,0,0,0,NA,2,0,"",0,"","English 2 end-of-course exam, two years prior: Scale score earned by the student (on first valid exam)."
"148","engli2_scr_p0",0,1,"English 2 (EOC), scale score, current year","","","int",0,9999,0,1,0,0,2,0,"",0,"Score on English 2 (end-of-course) exam, academic year of intervention start.","English 2 end-of-course exam, current year: Scale score earned by the student (on first valid exam)."
"149","engli2_scr_p1",0,1,"English 2 (EOC), scale score, one year later","","","int",0,9999,0,1,0,0,2,0,"",0,"Score on English 2 (end-of-course) exam, year 1 after intervention start.","English 2 end-of-course exam, one year later: Scale score earned by the student (on first valid exam)."
"150","engli2_scr_p2",0,1,"English 2 (EOC), scale score, two years later","","","int",0,9999,0,1,0,0,2,0,"",0,"Score on English 2 (end-of-course) exam, year 2 after intervention start.","English 2 end-of-course exam, two years later: Scale score earned by the student (on first valid exam)."
"151","engli2_tak_m1",0,1,"English 2 (EOC), exam taken by one year prior","","","byte",NA,NA,0,0,1,NA,2,0,"",0,"","English 2 end-of-course exam: Indicator for taking exam by one year prior: 0 = Did not take exam, 1 = Took exam."
"152","engli2_tak_m2",0,1,"English 2 (EOC), exam taken by two years prior","","","byte",NA,NA,0,0,1,NA,2,0,"",0,"","English 2 end-of-course exam: Indicator for taking exam by two years prior: 0 = Did not take exam, 1 = Took exam."
"153","engli2_tak_p0",0,1,"English 2 (EOC), exam taken by current year","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Took English 2 (end-of-course) exam, academic year of intervention start.","English 2 end-of-course exam: Indicator for taking exam by current year: 0 = Did not take exam, 1 = Took exam."
"154","engli2_tak_p1",0,1,"English 2 (EOC), exam taken by one year later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Took English 2 (end-of-course) exam, year 1 after intervention start.","English 2 end-of-course exam: Indicator for taking exam by one year later: 0 = Did not take exam, 1 = Took exam."
"155","engli2_tak_p2",0,1,"English 2 (EOC), exam taken by two years later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Took English 2 (end-of-course) exam, year 2 after intervention start.","English 2 end-of-course exam: Indicator for taking exam by two years later: 0 = Did not take exam, 1 = Took exam."
"156","engli2_tap_m1",0,1,"English 2 (EOC), exam taken and passed by one year prior","","","byte",NA,NA,0,0,1,NA,2,0,"",0,"","English 2 end-of-course exam: Indicator for taking exam by one year prior: 0 = Did not take exam, 1 = Took exam but did not pass, 2 = Passed exam."
"157","engli2_tap_m2",0,1,"English 2 (EOC), exam taken and passed by two years prior","","","byte",NA,NA,0,0,1,NA,2,0,"",0,"","English 2 end-of-course exam: Indicator for taking exam by two years prior: 0 = Did not take exam, 1 = Took exam but did not pass, 2 = Passed exam."
"158","engli2_tap_p0",0,1,"English 2 (EOC), exam taken and passed by current year","","","byte",NA,NA,0,1,1,1,2,0,"",0,"Taken and passed English 2 (end-of-course) exam, academic year of intervention start. (0 = Did not take exam, 1 = Took exam but did not pass, 2 = Passed exam.)","English 2 end-of-course exam: Indicator for taking exam by current year: 0 = Did not take exam, 1 = Took exam but did not pass, 2 = Passed exam."
"159","engli2_tap_p1",0,1,"English 2 (EOC), exam taken and passed by one year later","","","byte",NA,NA,0,1,1,1,2,0,"",0,"Taken and passed English 2 (end-of-course) exam, year 1 after intervention start. (0 = Did not take exam, 1 = Took exam but did not pass, 2 = Passed exam.)","English 2 end-of-course exam: Indicator for taking exam by one year later: 0 = Did not take exam, 1 = Took exam but did not pass, 2 = Passed exam."
"160","engli2_tap_p2",0,1,"English 2 (EOC), exam taken and passed by two years later","","","byte",NA,NA,0,1,1,1,2,0,"",0,"Taken and passed English 2 (end-of-course) exam, year 2 after intervention start. (0 = Did not take exam, 1 = Took exam but did not pass, 2 = Passed exam.)","English 2 end-of-course exam: Indicator for taking exam by two years later: 0 = Did not take exam, 1 = Took exam but did not pass, 2 = Passed exam."
"161","engli2_typ_m1",0,1,"English 2 (EOC), exam type, one year prior","","","byte",NA,NA,0,0,1,NA,2,0,"",0,"","English 2 end-of-course exam, one year prior: Type of the exam taken. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam."
"162","engli2_typ_m2",0,1,"English 2 (EOC), exam type, two years prior","","","byte",NA,NA,0,0,1,NA,2,0,"",0,"","English 2 end-of-course exam, two years prior: Type of the exam taken. 1 = Standard grade-level assessment; 2 = High school exit exam; 3 = End-of-course exam."
"163","engli2_typ_p0",0,1,"English 2 (EOC), exam type, current year","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Type of English 2 (end-of-course) exam, academic year of intervention start. 1-12 = Standard assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam.","English 2 end-of-course exam, current year: Type of the exam taken. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam."
"164","engli2_typ_p1",0,1,"English 2 (EOC), exam type, one year later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Type of English 2 (end-of-course) exam, year 1 after intervention start. 1-12 = Standard assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam.","English 2 end-of-course exam, one year later: Type of the exam taken. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam."
"165","engli2_typ_p2",0,1,"English 2 (EOC), exam type, two years later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Type of English 2 (end-of-course) exam, year 2 after intervention start. 1-12 = Standard assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam.","English 2 end-of-course exam, two years later: Type of the exam taken. 1-12 = Standard grade-level assessment (number indicates grade); 13 = High school exit exam; 13 = End-of-course exam."
"166","engli2_ver_m1",0,1,"English 2 (EOC), exam version, one year prior","","","byte",NA,NA,0,0,1,NA,2,0,"",0,"","English 2 end-of-course exam, one year prior: Version of exam taken by the student (of the first valid exam). 1 = standard or regular; 2 = alternative or simplified; 4 = other."
"167","engli2_ver_m2",0,1,"English 2 (EOC), exam version, two years prior","","","byte",NA,NA,0,0,1,NA,2,0,"",0,"","English 2 end-of-course exam, two years prior: Version of exam taken by the student (of the first valid exam). 1 = standard or regular; 2 = alternative or simplified; 4 = other."
"168","engli2_ver_p0",0,1,"English 2 (EOC), exam version, current year","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Version of English 2 (end-of-course) exam, academic year of intervention start. 1 = standard or regular; 2 = alternative or simplified; 4 = other.","English 2 end-of-course exam, current year: Version of exam taken by the student (of the first valid exam). 1 = standard or regular; 2 = alternative or simplified; 4 = other."
"169","engli2_ver_p1",0,1,"English 2 (EOC), exam version, one year later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Version of English 2 (end-of-course) exam, year 1 after intervention start. 1 = standard or regular; 2 = alternative or simplified; 4 = other.","English 2 end-of-course exam, one year later: Version of exam taken by the student (of the first valid exam). 1 = standard or regular; 2 = alternative or simplified; 4 = other."
"170","engli2_ver_p2",0,1,"English 2 (EOC), exam version, two years later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Version of English 2 (end-of-course) exam, year 2 after intervention start. 1 = standard or regular; 2 = alternative or simplified; 4 = other.","English 2 end-of-course exam, two years later: Version of exam taken by the student (of the first valid exam). 1 = standard or regular; 2 = alternative or simplified; 4 = other."
"171","enrfay_district",1,1,"Enrolled for full academic year: District","Same district all year","Academic History","float",0,1,0,0,0,NA,0,0,"",0,"","Indicator for whether the student was enrolled in the district for the full academic year."
"172","enrfay_school",1,1,"Enrolled for full academic year: School","Same school all year","Academic History","float",0,1,0,0,0,NA,0,0,"",0,"","Indicator for whether the student was enrolled in the school for the full academic year. This is either a 0/1 indicator or decimal numbers between 0 and 1 indicating the fraction of enrollment snapshots for which the student was enrolled."
"173","enrfay_state",1,1,"Enrolled for full academic year: State","In state all year","Academic History","float",0,1,0,0,0,NA,0,0,"",0,"","Indicator for whether the student was enrolled in the state for the full academic year."
"174","frl_2yr",1,1,"Eligible for free or reduced price lunch, past two years","FRPL eligible, past 2 yrs","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was eligible to participate in the Free or Reduced-Price Lunch Program during either (or both) of the two most recent school years (to the extent data for those years are available)."
"175","frl_3yr",1,1,"Eligible for free or reduced price lunch, past three years","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was eligible to participate in the Free or Reduced-Price Lunch Program during any of the three most recent school years (to the extent data for those years are available)."
"176","frl_5yr",1,1,"Eligible for free or reduced price lunch, past five years","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was eligible to participate in the Free or Reduced-Price Lunch Program during any of the five most recent school years (to the extent data for those years are available)."
"177","frl_elem",1,1,"Eligible for free or reduced price lunch, grades K-5","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was eligible to participate in the Free or Reduced-Price Lunch Program during grades K-5 (to the extent data for those years are available)."
"178","frl_ever",1,1,"Eligible for free or reduced price lunch, ever","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was eligible to participate in the Free or Reduced-Price Lunch Program during any observed school year."
"179","frl_high",1,1,"Eligible for free or reduced price lunch, grades 9-12","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was eligible to participate in the Free or Reduced-Price Lunch Program during grades 9-12 (to the extent data for those years are available)."
"180","frl_midd",1,1,"Eligible for free or reduced price lunch, grades 6-8","","","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was eligible to participate in the Free or Reduced-Price Lunch Program during grades 6-8 (to the extent data for those years are available)."
"181","frl_now",1,1,"Eligible for free or reduced price lunch, current year","Free/red. lunch eligible","Personal Characteristics","byte",NA,NA,0,0,1,NA,0,0,"",0,"","A student who was eligible to participate in the Free or Reduced-Price Lunch Program during the most recent school year."
"182","gender",1,1,"Gender","Gender","Gender","byte",NA,NA,1,0,1,NA,0,0,"",0,"","Student's gender: 1 = Female, 2 = Male, 9 = Unknown."
"183","glmath_alt_pr2_m1",1,1,"Grade-level math, alternate exam, proficient indicator (y/n), one year prior","Proficient (alt), prior year","Math","byte",NA,NA,0,1,1,0,2,0,"",0,"","Grade-level math exam, one year prior: Proficient indicator (y/n) for by the student (on first valid exam), if alternate exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"184","glmath_alt_pr2_m2",1,1,"Grade-level math, alternate exam, proficient indicator (y/n), two years prior","Proficient (alt), -2 years","Math","byte",NA,NA,0,1,1,0,2,0,"",0,"","Grade-level math exam, two years prior: Proficient indicator (y/n) for by the student (on first valid exam), if alternate exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"185","glmath_alt_pr2_p0",1,1,"Grade-level math, alternate exam, proficient indicator (y/n), current year","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Proficiency of alternate grade-level Math exam, academic year of intervention start.","Grade-level math exam, current year: Proficient indicator (y/n) for by the student (on first valid exam), if alternate exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"186","glmath_alt_pr2_p1",1,1,"Grade-level math, alternate exam, proficient indicator (y/n), one year later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Proficiency of alternate grade-level Math exam, year 1 after intervention start.","Grade-level math exam, one year later: Proficient indicator (y/n) for by the student (on first valid exam), if alternate exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"187","glmath_alt_pr2_p2",1,1,"Grade-level math, alternate exam, proficient indicator (y/n), two years later","","","byte",NA,NA,0,1,1,0,2,0,"",0,"Proficiency of alternate grade-level Math exam, year 2 after intervention start.","Grade-level math exam, two years later: Proficient indicator (y/n) for by the student (on first valid exam), if alternate exam. 0 = Not proficient, 1 = Proficient (or advanced)."
"188","glmath_alt_prf_m1",1,1,"Grade-level math, alternate exam, proficiency level, one year prior","Profic. level (alt), prior year","Math","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level math exam, one year prior: Proficiency level achieved by the student (on first valid exam), if alternate exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"189","glmath_alt_prf_m2",1,1,"Grade-level math, alternate exam, proficiency level, two years prior","Profic. level (alt), -2 years","Math","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level math exam, two years prior: Proficiency level achieved by the student (on first valid exam), if alternate exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"190","glmath_alt_prf_p0",1,1,"Grade-level math, alternate exam, proficiency level, current year","","","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level math exam, current year: Proficiency level achieved by the student (on first valid exam), if alternate exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"191","glmath_alt_prf_p1",1,1,"Grade-level math, alternate exam, proficiency level, one year later","","","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level math exam, one year later: Proficiency level achieved by the student (on first valid exam), if alternate exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"192","glmath_alt_prf_p2",1,1,"Grade-level math, alternate exam, proficiency level, two years later","","","byte",1,9,0,0,1,NA,2,0,"",0,"","Grade-level math exam, two years later: Proficiency level achieved by the student (on first valid exam), if alternate exam. 1 = Beginning step, 2 = Nearing proficiency, 3 = Proficient, 4 = Advanced."
"193","glmath_alt_scr_m1",1,1,"Grade-level math, alternate exam, scale score, one year prior","Score (alt), prior year","Math","int",0,9999,0,0,0,NA,2,0,"",0,"","Grade-level math exam, one year prior: Scale score earned by the student (on first valid exam) if alternate exam."
"194","glmath_alt_scr_m2",1,1,"Grade-level math, alternate exam, scale score, two years prior","Score (alt), -2 years","Math","int",0,9999,0,0,0,NA,2,0,"",0,"","Grade-level math exam, two years prior: Scale score earned by the student (on first valid exam) if alternate exam."
