school,student_id,test_score,gender,asian,black,hispanic,national,eng_limit,special_ed
Edison,1467,108.40223656899099,0,1,0,0,0,0,0
Edison,1468,70.31833800040113,0,0,1,0,0,0,0
Edison,1469,103.01186377876407,0,1,0,0,0,0,0
Edison,1470,90.84986584058137,1,0,0,0,0,0,0
Edison,1471,54.450201306798775,0,0,0,0,0,1,0
Edison,1472,35.79351466260905,0,0,0,0,0,1,0
Edison,1473,79.32869940508239,1,0,0,0,0,0,0
Edison,1474,99.85567229904484,1,0,0,0,0,0,0
Edison,1475,88.63071264701524,0,0,0,0,0,0,0
Edison,1476,84.97302700733405,1,1,0,0,0,0,0
Edison,1477,73.28555962724056,0,0,0,1,0,0,0
Edison,1478,63.071030119163396,0,1,0,1,0,0,0
Edison,1479,31.432698948254476,0,0,0,1,0,1,0
Edison,1480,92.2467702123953,0,0,0,1,0,0,0
Edison,1481,58.71093308325125,1,0,1,0,0,1,0
Edison,1482,59.66864860631899,0,0,0,0,0,0,0
Edison,1483,46.45540411292326,1,0,1,1,0,0,0
Edison,1484,66.56004060960834,1,0,0,0,0,0,0
Edison,1485,63.32092117610538,1,0,1,0,0,0,0
Edison,1486,61.59985253276297,1,0,0,1,0,0,0
Edison,1487,79.87707718674085,1,1,0,0,0,0,0
Edison,1488,54.541454480831476,1,0,1,1,0,0,0
Edison,1489,78.92173448782299,1,0,1,0,0,1,0
Edison,1490,62.369356988296666,0,0,0,0,0,0,0
Edison,1491,75.28680460442814,0,0,0,1,0,0,0
Edison,1492,47.204335524834384,1,0,0,0,0,1,0
Edison,1493,107.66694651416101,1,1,0,0,0,0,0
Edison,1494,115.56926536461674,0,0,0,0,0,0,0
Edison,1495,81.88492035016695,1,0,0,1,0,0,0
Edison,1496,55.71316074263009,1,0,1,0,0,1,0
Edison,1497,72.14841165887256,0,0,0,0,0,0,0
Edison,1498,61.79646124791482,0,0,0,0,0,0,0
Edison,1499,121.38899694508216,1,0,0,0,0,0,0
Edison,1500,97.44286445930165,0,0,0,1,0,0,0
Edison,1501,74.26640063717065,1,0,0,1,0,0,0
Edison,1502,94.47795941418032,1,0,0,0,0,0,0
Edison,1503,72.05792468507589,0,0,0,0,0,0,0
Edison,1504,55.683057630913076,0,0,0,0,0,1,0
Edison,1505,57.11057219109222,1,0,1,0,0,1,0
Edison,1506,103.06763239371485,1,0,0,0,0,0,0
Edison,1507,42.452440984984335,1,0,0,1,0,0,0
Edison,1508,81.34441965928768,0,0,1,1,0,0,0
Edison,1509,72.86510711106153,0,0,0,1,0,0,0
Edison,1510,47.17587215954406,0,0,0,1,0,0,0
Edison,1511,50.26327756928777,0,0,0,0,0,0,0
Edison,1512,90.12451190176404,0,0,1,0,1,0,0
Edison,1513,95.03381368107,0,0,0,1,0,0,0
Edison,1514,79.22699689496307,1,0,1,1,0,0,0
Edison,1515,54.778071644330744,0,0,0,0,0,0,0
Edison,1516,80.2085726466475,1,0,0,0,0,0,0
Edison,1517,62.14714817235062,0,0,1,0,0,1,0
Edison,1518,70.34981123898925,0,0,0,1,0,0,0
Edison,1519,106.6800048307155,0,0,0,1,0,0,0
Edison,1520,96.9498268881442,1,0,0,0,0,0,0
Edison,1521,48.562113638308695,0,0,0,1,0,1,0
Edison,1522,72.02197987605,0,0,0,0,0,1,0
Edison,1523,68.83379869535602,0,0,0,0,0,1,0
Edison,1524,58.77303563564191,0,0,0,0,0,1,0
Edison,1525,90.24845533515555,0,0,0,0,0,0,0
Edison,1526,72.63952992257889,0,0,0,1,0,0,0
Edison,1527,90.47965437054133,0,0,0,1,0,0,0
Edison,1528,84.52497853804248,0,0,0,1,0,1,0
Edison,1529,57.553512601533306,1,0,1,0,0,0,0
Edison,1530,47.884370203115985,0,0,0,0,0,0,0
Edison,1531,80.56106919297596,1,0,0,0,0,0,0
Edison,1532,75.49906304704886,1,0,0,0,0,1,0
Edison,1533,84.80030557897418,0,0,0,1,0,0,0
Edison,1534,54.01842154775983,0,0,0,0,0,1,0
Edison,1535,84.8093745967095,1,0,0,0,0,0,0
Edison,1536,99.26368696714358,0,0,0,0,1,0,0
Edison,1537,66.88846813589865,0,0,0,1,0,1,0
Edison,1538,60.44507547785651,1,0,0,0,0,0,0
Edison,1539,87.05375323979457,0,0,0,0,0,0,0
Edison,1540,67.57657122024916,0,0,1,0,0,0,0
Edison,1541,72.1919342164865,0,0,0,1,0,0,0
Edison,1542,52.05258767074371,0,0,0,1,0,1,0
Edison,1543,20.3425921960431,1,0,0,0,0,1,0
Edison,1544,51.94507457394549,0,0,0,0,0,0,0
Edison,1545,68.86964953057561,1,0,1,1,0,0,0
Edison,1546,95.3170840681419,0,0,0,0,0,0,0
Edison,1547,53.66845447727282,1,0,0,1,0,0,0
Edison,1548,41.56594921100367,0,0,0,1,0,0,0
Edison,1549,61.5464325599265,1,0,0,1,0,0,0
Edison,1550,65.14480436792614,1,0,0,1,0,0,0
Edison,1551,62.13139209926343,1,0,0,1,0,1,0
Edison,1552,58.188062119830974,1,0,0,0,0,0,0
Edison,1553,1.0064689173310128,1,0,1,1,0,0,1
Edison,1554,76.87247945949468,1,0,1,1,0,0,0
Edison,1555,82.66694927404829,1,0,0,1,0,1,0
Edison,1556,55.83997922032522,1,0,0,1,0,1,0
Edison,1557,93.91689137116207,1,0,0,0,0,0,0
Edison,1558,57.37483296926124,0,0,0,1,0,0,0
Edison,1559,76.64916960629435,1,0,0,0,0,1,0
Edison,1560,58.66945505619145,0,0,0,0,0,1,0
Edison,1561,57.95142316483402,0,0,1,0,0,0,0
Edison,1562,68.55130171918698,0,0,0,0,0,1,0
Edison,1563,47.07607595163756,0,0,0,1,0,1,0
Edison,1564,66.49678053530259,0,1,0,0,0,0,0
Edison,1565,62.741663758802304,0,0,0,1,0,0,0
Edison,1566,83.12728305784933,0,0,0,0,0,0,0
Edison,1567,66.84219657155069,1,0,0,0,0,0,0
Edison,1568,61.847804877955,0,0,0,0,0,1,0
Edison,1569,60.14507815334467,0,0,0,1,0,1,0
Edison,1570,77.76232710975431,1,0,1,0,0,0,0
Edison,1571,40.11644533254352,1,0,0,1,0,1,0
Edison,1572,84.92036450401689,1,0,0,1,0,0,0
Edison,1573,87.75559037067713,1,0,0,0,0,0,0
Edison,1574,58.483691847623966,1,0,0,0,0,0,0
Edison,1575,58.55297104396974,0,0,0,0,0,1,0
Edison,1576,68.80505413836173,0,0,1,1,0,0,0
Edison,1577,57.2947936765875,0,1,0,0,0,0,0
Edison,1578,34.766765344193765,1,0,0,0,0,0,0
Edison,1579,55.944582507820506,1,0,0,1,0,1,0
Edison,1580,60.63175982768052,1,0,0,0,0,1,0
Edison,1581,87.5375568391965,0,0,0,1,0,0,0
Edison,1582,69.02981901038301,1,0,0,1,0,0,0
Edison,1583,62.75980686840362,0,0,0,0,0,0,0
Edison,1584,64.27152366894407,1,0,0,0,0,0,0
Edison,1585,108.98174635776883,0,0,0,0,0,0,0
Edison,1586,67.15494654950867,0,0,0,0,0,0,0
Edison,1587,44.35056825375448,1,0,1,1,0,1,0
Edison,1588,77.74288502476335,1,0,1,0,0,0,0
Edison,1589,32.68191637568411,1,0,0,1,0,1,0
Edison,1590,71.52575693311334,1,0,0,0,0,1,0
Edison,1591,76.54178334623374,1,0,0,0,0,0,0
Edison,1592,90.77449393744823,0,0,0,0,0,0,0
Edison,1593,112.554362382755,0,0,0,0,0,1,0
Edison,1594,83.99703199372551,0,1,0,0,0,1,0
Edison,1595,102.44667021975783,1,0,0,1,0,0,0
Edison,1596,78.07503762839652,1,0,0,0,0,0,0
Edison,1597,92.72414272354975,0,0,1,1,0,0,0
Edison,1598,82.8443938504281,1,0,0,1,0,0,0
Edison,1599,64.51801936788651,0,0,0,1,0,1,0
Edison,1600,56.98822352248163,1,0,0,0,0,0,0
Edison,1601,112.5285726869918,1,0,0,0,0,0,0
Edison,1602,89.45709229305254,1,0,0,1,0,0,0
Edison,1603,48.46846847787312,1,0,0,1,0,0,0
Edison,1604,64.06773491192195,1,0,0,1,0,0,0
Edison,1605,90.58688820570643,0,0,1,1,0,0,0
Edison,1606,87.81545855853004,1,0,0,1,0,0,0
Edison,1607,69.33019001928676,0,1,1,1,0,0,0
Edison,1608,46.90925895866448,0,0,0,1,0,0,0
Edison,1609,89.38337982660079,0,0,1,0,0,0,0
Edison,1610,93.24441661590453,0,0,0,0,0,0,0
Edison,1611,36.692553164775624,1,0,0,0,0,1,0
Edison,1612,66.45344353924321,0,0,0,1,0,1,0
Edison,1613,88.3227481127641,1,0,1,1,0,0,0
Edison,1614,95.37649283902863,0,0,0,1,0,0,0
Edison,1615,54.565514389523194,0,0,0,0,0,0,0
Edison,1616,69.13637207740977,1,0,0,1,0,0,0
Edison,1617,21.593130274083585,1,0,0,1,0,1,0
Edison,1618,67.03557838981737,1,0,0,0,0,0,0
Edison,1619,12.176883892900724,1,0,0,1,0,0,1
Edison,1620,109.39753501543619,1,1,0,0,0,0,0
Edison,1621,89.09458781404534,1,0,0,0,0,0,0
Edison,1622,39.59944726915264,0,0,0,1,0,1,0
Edison,1623,75.99384527666277,0,0,0,0,1,0,0
Edison,1624,75.77292829829322,1,0,0,0,0,0,0
Edison,1625,77.06234197759177,1,1,1,0,0,0,0
Edison,1626,73.47805784471606,1,0,0,0,0,1,0
Edison,1627,109.12118301411424,0,0,1,0,0,0,0
Edison,1628,62.73014347826989,1,0,0,0,0,0,0
Edison,1629,52.64229987234384,0,0,0,1,0,1,0
Edison,1630,49.94030222076989,0,0,0,0,0,0,0
Edison,1631,81.53613341968824,1,0,0,0,0,0,0
Edison,1632,61.96270789079791,1,0,0,0,0,1,0
Edison,1633,89.13785864129632,1,1,1,0,0,0,0
Edison,1634,34.485712548199245,0,0,0,1,0,1,0
Edison,1635,46.977102541237535,1,0,0,1,0,1,0
Edison,1636,56.111458270158735,1,0,0,0,0,0,0
Edison,1637,56.872299679736166,0,0,0,0,0,1,0
Edison,1638,129.59842730006218,1,0,0,0,0,0,0
Edison,1639,66.76671714853167,1,0,0,0,0,0,0
Edison,1640,87.65242891842885,1,0,0,1,0,0,0
Edison,1641,81.30451092051932,0,0,0,1,0,1,0
Edison,1642,85.93959209013708,1,0,0,1,0,0,0
Edison,1643,-13.012930351495925,0,0,1,1,0,1,0
Edison,1644,49.000711607613674,0,0,0,1,0,1,0
Edison,1645,65.72679001312406,0,0,0,0,0,1,0
Edison,1646,67.6866944729031,1,0,0,0,0,0,0
Edison,1647,100.42888256100093,0,0,1,0,0,0,0
Edison,1648,52.74763036567797,0,0,0,0,0,1,0
Edison,1649,106.83195133531443,1,0,1,0,0,0,0
Edison,1650,74.60854476231654,0,0,0,0,0,1,0
Edison,1651,78.07825100192434,0,0,0,0,0,0,0
Edison,1652,62.11508396404415,0,0,0,1,0,1,0
Edison,1653,75.11128875193091,1,0,0,0,0,0,0
Edison,1654,45.90781350493549,1,1,0,1,0,0,0
Edison,1655,52.254803075711536,0,0,0,0,0,0,0
Edison,1656,102.41746938985808,0,0,0,1,0,0,0
Edison,1657,77.50792720473088,0,0,0,1,0,0,0
Edison,1658,49.19024778998292,1,0,1,1,0,0,0
Edison,1659,88.0362993583198,0,0,0,0,0,0,0
Edison,1660,29.02414141843864,1,0,0,1,0,1,0
Edison,1661,77.61612756136432,1,0,0,0,0,1,0
Edison,1662,58.48051320522075,0,0,0,1,0,0,0
Edison,1663,50.62030306880443,0,0,0,1,0,0,0
Edison,1664,60.158685596559536,1,0,0,1,0,0,0
Edison,1665,93.07457205173444,1,0,0,1,0,0,0
Edison,1666,64.9952473773341,0,0,0,0,0,1,0
Edison,1667,57.628346570038985,1,0,0,1,0,1,0
Edison,1668,43.533573782148935,1,0,0,1,0,0,0
Edison,1669,53.20191407651242,0,1,0,0,0,0,0
Edison,1670,56.90224290438736,1,0,0,1,0,1,0
Edison,1671,69.079261256697,0,0,0,1,0,0,0
Edison,1672,80.88615167216614,1,0,0,1,0,1,0
Edison,1673,65.79460339398523,0,0,0,0,0,0,0
Edison,1674,93.80118737331902,0,0,1,0,0,0,0
Edison,1675,49.41183682709425,1,1,1,0,0,0,0
Edison,1676,76.00129217312907,1,0,1,0,0,1,0
Edison,1677,102.55236083849063,0,0,0,0,0,0,0
Edison,1678,86.98396909719247,1,0,0,0,0,0,0
Edison,1679,64.30440197901837,0,0,0,0,0,0,0
Edison,1680,52.38797825433211,1,0,0,1,0,1,0
Edison,1681,45.29952656137538,1,0,0,0,0,1,0
Edison,1682,103.25843289688437,1,0,0,0,0,0,0
Edison,1683,69.19736926629285,0,0,0,1,0,0,0
Edison,1684,84.31117755966383,0,0,0,1,0,0,0
Edison,1685,119.01013431954236,0,0,0,0,0,0,0
Edison,1686,53.46732866664307,0,0,0,1,0,1,0
Edison,1687,58.2319950425549,1,0,0,0,0,0,0
Edison,1688,40.62307171687007,1,0,0,1,0,0,1
Edison,1689,65.9806332435574,1,0,0,1,0,0,0
Edison,1690,45.303727794643706,0,0,0,1,0,0,0
Edison,1691,32.00463161878127,0,0,0,0,0,1,1
Edison,1692,70.04812944131157,1,0,0,0,0,0,0
Edison,1693,52.02720060796039,0,0,0,0,0,1,0
Edison,1694,62.58908012226929,1,0,0,0,0,0,0
Edison,1695,30.73566260681679,0,0,1,0,0,0,0
Edison,1696,61.06612541477665,0,0,1,0,0,0,0
Edison,1697,70.99523377796747,0,0,0,0,0,0,0
Edison,1698,89.33427354389802,1,0,1,0,0,0,0
Edison,1699,55.81366545252647,0,0,0,1,1,1,0
Edison,1700,80.06522280525004,0,0,0,0,0,0,0
Edison,1701,75.84871520237053,1,0,0,0,0,0,0
Edison,1702,80.8463095969409,1,0,0,0,0,1,0
Edison,1703,75.18339277705896,0,0,0,0,0,0,0
Edison,1704,40.50287801718645,1,0,0,0,0,1,0
Edison,1705,85.40082408510538,0,0,0,1,0,0,0
Edison,1706,87.58814442567157,1,0,0,0,0,1,0
Edison,1707,10.611570662829713,1,1,1,1,0,0,1
Edison,1708,32.22639549572889,0,0,0,0,0,1,0
Edison,1709,86.36909885067277,0,0,0,0,0,1,0
Edison,1710,83.05458691140983,0,0,0,0,0,0,0
Edison,1711,76.34941328615753,0,0,0,1,0,0,0
Edison,1712,40.57783333279744,1,0,0,0,0,1,0
Edison,1713,43.153914551633676,1,0,0,1,0,0,0
Edison,1714,101.65116051963305,1,0,0,0,0,0,0
Edison,1715,66.66764569713011,1,0,0,1,0,0,0
Edison,1716,53.411036527113055,1,0,0,0,0,0,0
Edison,1717,54.870369356672185,0,0,0,1,0,0,0
Edison,1718,78.39944600996691,1,0,1,0,0,0,0
Edison,1719,83.38300167292984,0,0,0,0,0,0,0
Edison,1720,70.22522597122268,0,0,0,0,0,1,0
Edison,1721,70.29373713122968,1,0,0,0,0,0,0
Edison,1722,78.64948507730581,0,0,0,0,0,0,0
Edison,1723,76.51246943214055,1,0,0,0,0,0,0
Edison,1724,95.12544194664886,0,0,0,1,0,0,0
Edison,1725,66.12373192959544,0,0,1,0,0,0,0
Edison,1726,99.4400263501702,0,0,0,1,0,0,0
Edison,1727,60.75524511082259,1,0,0,0,0,0,0
Edison,1728,94.38828814877861,0,0,1,0,0,0,0
Edison,1729,87.6516017783159,0,0,0,1,0,0,0
Edison,1730,72.64652874974321,0,0,0,0,0,1,0
Edison,1731,74.75336327469103,1,0,0,1,0,0,0
Edison,1732,74.78021340518748,0,0,1,1,0,0,0
Edison,1733,84.11491106426844,0,0,0,0,0,0,0
Edison,1734,50.48236684133221,0,0,0,1,0,1,0
Edison,1735,60.52020616054632,0,0,0,1,0,1,0
Edison,1736,81.8339087589458,0,0,1,0,0,0,0
Edison,1737,50.88898176304507,1,0,1,0,0,0,0
Edison,1738,66.90575201886347,0,1,0,0,0,1,0
Edison,1739,99.30264628700428,1,0,1,0,0,0,0
Edison,1740,28.733585297239493,0,0,0,0,0,0,0
Edison,1741,51.989609909588715,0,0,0,1,0,0,0
Edison,1742,73.73160646477554,0,0,0,1,0,0,0
Edison,1743,50.88361390163366,1,0,0,0,0,0,0
Edison,1744,76.68840046490678,1,0,0,0,0,0,0
Edison,1745,63.199134514649614,0,0,0,1,0,0,0
Edison,1746,102.5342735987482,0,0,0,0,0,0,0
Edison,1747,62.755900479662756,0,0,0,1,0,0,0
Edison,1748,67.97595283912922,1,0,1,1,0,0,0
Edison,1749,84.9737547247566,0,0,0,1,1,0,0
Edison,1750,73.18544609622424,1,0,0,0,0,1,0
Edison,1751,55.77922021705018,0,0,1,0,0,1,0
Edison,1752,41.54886801211168,1,0,0,1,0,0,0
Edison,1753,80.63043805006701,1,0,0,1,0,0,0
Edison,1754,85.46002110958091,1,0,1,0,0,0,0
Edison,1755,52.39690035585701,1,0,1,0,0,1,0
Edison,1756,97.85213218460308,1,0,0,0,0,0,0
Edison,1757,68.19081117398288,1,0,0,0,0,0,0
Edison,1758,65.81661998451982,1,0,0,0,0,0,0
Edison,1759,88.65690401242523,1,0,0,1,0,0,0
Edison,1760,88.38680114483479,0,0,0,1,0,0,0
Edison,1761,96.49920890536688,0,0,0,0,0,1,0
Edison,1762,75.00853245298762,1,0,0,1,0,0,0
Edison,1763,95.72978054861264,1,0,0,0,0,0,0
Edison,1764,64.6384068086471,0,1,0,1,0,0,0
Edison,1765,112.97793101256312,1,0,0,0,0,0,0
Edison,1766,70.60296300597234,1,0,0,0,0,0,0
Edison,1767,34.327310908902454,1,0,1,0,0,0,0
Edison,1768,95.5109679684907,1,0,1,1,0,0,0
Edison,1769,44.52303739726627,1,0,1,0,0,0,0
Edison,1770,41.276273492584046,1,0,0,0,0,1,0
Edison,1771,56.84793691940004,0,0,0,0,0,1,0
Edison,1772,94.35209599548553,1,0,0,1,0,0,0
Edison,1773,77.7397048420014,0,0,0,0,0,0,0
Edison,1774,47.29209209387975,1,0,0,0,0,0,0
Edison,1775,31.87785052541756,0,0,1,1,0,1,0
Edison,1776,102.21909574231398,1,0,0,0,0,0,0
Edison,1777,41.87434960119877,0,1,1,0,0,0,1
Edison,1778,59.19100681520949,0,0,0,1,0,1,0
Edison,1779,68.30741641364214,1,0,1,0,0,0,0
Edison,1780,97.27711656402157,0,0,0,0,0,0,0
Edison,1781,74.01830775683635,0,0,0,0,0,0,0
Edison,1782,82.46188362648218,1,0,1,0,0,0,0
Edison,1783,85.35735094598924,0,0,0,0,0,0,0
Edison,1784,47.4475767353987,0,0,1,1,0,1,0
Edison,1785,59.90779400220392,1,0,0,0,0,1,0
Edison,1786,69.73101629565326,0,0,0,0,0,0,0
Edison,1787,49.60627492564535,0,0,0,0,0,1,0
Edison,1788,58.584768775884754,1,0,0,0,0,0,0
Edison,1789,85.28155152454298,1,0,0,0,0,0,0
Edison,1790,70.86597910074563,1,0,1,0,0,0,0
Edison,1791,63.37300371386807,1,0,0,1,0,1,0
Edison,1792,57.25132858801881,0,0,1,1,0,0,0
Edison,1793,96.38061992209974,1,0,1,1,0,0,0
Edison,1794,77.485265271513,1,0,0,0,0,0,0
Edison,1795,90.43510403256589,1,0,0,1,0,0,0
Edison,1796,86.50703039587933,0,0,0,0,0,0,0
Edison,1797,91.76234012385555,1,0,0,1,0,1,0
Edison,1798,43.21348794199486,1,0,0,0,0,0,0
Edison,1799,81.44675088493415,1,0,0,0,0,0,0
Edison,1800,86.85070711297362,0,0,0,1,0,0,0
Edison,1801,63.0329239674373,1,0,0,1,0,0,0
Edison,1802,67.64371949760628,1,0,0,0,1,0,0
Edison,1803,54.5392839955096,0,0,0,0,0,1,0
Edison,1804,102.01717894728013,0,0,0,1,0,0,0
Edison,1805,65.99640650939673,1,0,0,0,0,1,0
Edison,1806,101.59844726773854,0,0,0,1,0,0,0
Edison,1807,88.05768167866955,0,0,0,0,0,0,0
Edison,1808,71.8483599081687,0,0,0,0,0,1,0
Edison,1809,113.36098341957548,0,0,0,0,0,0,0
Edison,1810,99.7257192775064,0,0,1,0,0,0,0
Edison,1811,67.68080405404022,1,0,0,0,0,0,0
Edison,1812,68.05281817152661,1,0,0,0,0,0,0
Edison,1813,114.28123265542696,1,0,0,0,0,0,0
Edison,1814,110.37621208279954,1,0,0,0,0,0,0
Edison,1815,76.68673056805783,0,1,0,0,1,0,0
Edison,1816,65.73932798723548,0,0,0,0,0,0,0
Edison,1817,80.65669866074782,1,0,0,0,0,0,0
Edison,1818,63.39704313212708,1,0,0,1,0,1,0
Edison,1819,104.94577423241785,1,0,0,0,0,0,0
Edison,1820,64.86077482422235,0,0,0,0,0,1,0
Edison,1821,85.89338133989432,0,0,0,0,0,0,0
Edison,1822,43.055568804535,1,0,0,0,0,0,0
Edison,1823,56.1156750594727,1,0,0,1,0,1,0
Edison,1824,56.49974533401576,0,0,0,1,0,0,0
Edison,1825,108.57470161444198,1,0,0,0,0,0,0
Edison,1826,90.2692727456965,0,0,0,0,0,0,0
Edison,1827,76.08585592563641,0,0,0,0,0,1,0
Edison,1828,85.76723151458451,1,0,0,0,0,1,0
Edison,1829,71.51422033579661,0,0,0,1,0,0,0
Edison,1830,39.16846153334693,1,0,0,1,0,0,0
Edison,1831,69.33514680939992,0,1,0,1,0,0,0
Edison,1832,85.34916914256387,1,0,0,0,0,0,0
Edison,1833,79.18091744371324,0,0,0,0,0,0,0
Edison,1834,96.07526570395876,0,0,0,0,0,0,0
Edison,1835,64.93046559486676,0,0,0,1,0,0,0
Edison,1836,53.046946133349124,0,0,0,0,0,1,0
Edison,1837,97.33372888447288,1,0,0,0,0,0,0
Edison,1838,28.765191312668346,0,0,1,1,0,0,0
Edison,1839,73.4089995056227,1,0,0,1,0,1,0
Edison,1840,58.353496010440224,1,0,0,0,0,0,0
Edison,1841,71.37670300702507,1,0,1,0,0,1,0
Edison,1842,76.33146957108292,0,0,0,1,0,0,0
Edison,1843,67.34298499135795,1,0,1,1,0,1,0
Edison,1844,62.987138357035455,0,0,0,0,0,0,0
Edison,1845,63.398507251040485,1,0,0,0,0,0,0
Edison,1846,81.42773769329439,1,0,0,1,0,1,0
Edison,1847,80.3090465303901,0,0,0,0,0,1,0
Edison,1848,70.39862856062202,0,0,1,1,0,0,0
Edison,1849,86.51414781364605,0,0,0,0,0,0,0
Edison,1850,88.54275184680546,1,0,0,0,0,0,0
Edison,1851,76.24593063330963,1,0,0,1,0,0,0
Edison,1852,63.941081563744284,1,0,0,0,0,0,0
Edison,1853,79.43075945481395,1,1,0,0,0,0,0
Edison,1854,61.51707337763422,0,0,1,0,0,1,0
Edison,1855,98.09024462280561,1,0,0,0,0,0,0
Edison,1856,71.90611586944716,0,0,0,1,0,0,0
Edison,1857,88.84204943000208,0,0,0,0,0,0,0
Edison,1858,62.37459448269852,1,0,0,1,0,1,0
Edison,1859,107.60867200042921,0,0,0,0,0,0,0
Edison,1860,94.65073004714132,1,0,0,1,0,0,0
Edison,1861,90.26316894436135,1,0,0,1,0,0,0
Edison,1862,80.90116498473729,1,0,0,1,0,0,0
Edison,1863,48.839012104571744,1,0,0,1,0,1,0
Edison,1864,68.60271966307172,1,0,0,1,0,0,0
Edison,1865,111.54412846526859,1,0,1,1,0,0,0
Edison,1866,50.034499715483776,1,0,1,1,0,0,0
Edison,1867,77.56858899708794,1,0,0,0,0,0,0
Edison,1868,90.59297035617426,1,0,0,1,0,0,0
Edison,1869,86.7432474272826,1,0,0,0,0,0,0
Edison,1870,89.62197586038597,0,0,0,0,0,1,0
Edison,1871,63.13013194439491,1,0,0,0,0,1,0
Edison,1872,65.35218665614725,1,0,0,1,0,1,0
Edison,1873,64.54919590901915,0,0,0,1,0,0,0
Edison,1874,78.68539396429381,1,0,0,0,0,1,0
Edison,1875,45.40341022237229,0,0,0,1,0,0,0
Edison,1876,71.935750965758,0,0,0,1,0,0,0
Edison,1877,54.296977413969216,0,0,0,1,0,1,0
Edison,1878,97.20107471332129,1,0,0,0,0,0,0
Edison,1879,71.21454938955436,0,0,0,0,0,1,0
Edison,1880,48.11666231560354,0,0,0,1,0,1,0
Edison,1881,57.68437372900041,0,0,1,1,0,0,0
Edison,1882,85.28715179934558,0,0,0,1,0,0,0
Edison,1883,57.91648703569655,0,0,0,0,0,0,0
Edison,1884,86.49142560113592,0,0,0,1,0,0,0
Edison,1885,79.33967758174121,1,0,1,0,0,0,0
Edison,1886,73.9311110269087,1,0,0,1,0,0,0
Edison,1887,97.21467052353618,0,0,0,1,0,0,0
Edison,1888,57.15749071048333,0,0,0,0,0,0,0
Edison,1889,79.48426071532734,1,0,0,0,0,0,0
Edison,1890,56.3584013714826,0,0,1,0,0,0,0
Edison,1891,75.54093333662247,1,0,0,0,0,0,0
Edison,1892,79.22976093691122,0,0,0,1,0,0,0
Edison,1893,69.88299557581418,0,0,0,1,0,1,0
Edison,1894,82.80600137414044,1,0,1,1,0,0,0
Edison,1895,66.35160141564577,1,0,0,0,0,0,0
Edison,1896,78.43452348505353,1,0,0,0,0,0,0
Edison,1897,78.07924207696564,0,0,0,0,0,0,0
Edison,1898,65.69685116067473,1,0,0,1,0,1,0
Edison,1899,51.02852367152676,0,0,0,1,0,1,0
Edison,1900,69.40549634036952,0,0,0,0,0,1,0
Edison,1901,62.619625903066684,1,0,1,0,0,1,0
Edison,1902,59.15903100944186,0,0,1,0,0,0,0
Edison,1903,76.75636060792758,1,0,0,1,0,0,0
Edison,1904,72.0231368953087,1,0,0,0,0,1,0
Edison,1905,75.6939469609951,1,0,0,0,0,0,0
Edison,1906,56.38337834619517,0,0,0,1,0,0,0
Edison,1907,61.96057625835843,0,0,0,0,0,0,0
Edison,1908,57.78662854467299,0,0,0,1,0,1,0
Edison,1909,69.43838127111243,1,0,0,0,0,1,0
Edison,1910,77.41971661491753,0,0,0,0,0,0,0
Edison,1911,39.90486931690345,1,0,0,1,0,1,0
Edison,1912,91.40209029771366,1,0,0,0,0,1,0
Edison,1913,69.74316552594263,0,1,0,0,0,0,0
Edison,1914,60.281046910256556,0,0,0,0,0,0,0
Edison,1915,99.99370207296148,0,0,0,1,0,0,0
Edison,1916,100.34271545563104,0,0,1,0,0,0,0
Edison,1917,86.36845609540579,1,0,0,1,0,0,0
Edison,1918,79.60911666245272,0,1,0,1,0,0,0
Edison,1919,71.90748050590673,1,0,0,1,0,1,0
Edison,1920,86.47582723647731,1,0,0,1,0,0,0
Edison,1921,30.353614804805805,1,0,0,0,0,1,1
Edison,1922,22.979008760204895,1,0,0,1,0,1,0
Edison,1923,63.77610848457253,1,0,0,1,0,0,0
Edison,1924,28.42655004191112,0,0,0,0,0,1,0
Edison,1925,74.8134421793074,1,0,0,0,0,0,0
Edison,1926,47.62198169013333,0,0,0,0,0,1,0
Edison,1927,49.65564354250408,1,0,0,1,0,1,0
Edison,1928,50.84683800796731,0,0,1,0,0,0,0
Edison,1929,73.45111227856543,0,0,0,0,0,0,0
Edison,1930,55.24408593936161,0,0,1,0,0,1,0
Edison,1931,27.280305282135707,1,0,0,1,0,1,0
Edison,1932,67.19227728263624,0,0,0,0,0,0,0
Edison,1933,84.18166553725665,0,0,0,1,0,0,0
Edison,1934,72.528095737527,1,0,0,1,0,0,0
Edison,1935,68.98071522546599,1,0,1,0,0,0,0
Edison,1936,102.05818697491553,0,0,0,0,0,0,0
Edison,1937,66.97018312484559,0,0,0,1,0,0,0
Edison,1938,70.46339676427775,0,0,0,1,0,1,0
Edison,1939,79.60680287281755,0,0,0,0,1,0,0
Edison,1940,51.23707979742453,0,0,1,0,0,1,0
Edison,1941,81.51057928165406,0,0,0,0,0,0,0
Edison,1942,56.53713273863928,0,0,0,1,0,1,0
Edison,1943,64.55767571501637,1,1,0,0,0,1,0
Edison,1944,64.39042275388464,1,0,0,0,0,1,0
Edison,1945,70.9364037250453,1,0,0,1,0,0,0
Edison,1946,87.36001491746981,1,0,0,1,0,0,0
Edison,1947,60.773956559220906,1,0,0,0,0,0,0
